node_id,round,simulation_time,packet_rate,energy_remaining,energy_consumed_uJ,dist_to_ch,dist_to_bs,is_cluster_head,x_pos,y_pos,adv_ch_sent,adv_ch_rcvd,join_req_sent,join_req_rcvd,sch_sent,sch_rcvd,data_sent,data_rcvd,data_sent_bs,send_rcv_ratio,nbr_1_status,nbr_2_status,nbr_3_status,nbr_4_status,nbr_5_status,label
8,53,53,40.8698,0,1.87198,18.1848,33.7972,0,83.7463,48.1468,0,1,1,0,0,1,10,6,0,0.6,1,1,1,1,1,1
9,53,53,46.4727,0,2.10423,16.7721,46.2688,0,4.60591,58.9542,0,4,1,0,0,1,14,8,0,0.571429,1,1,1,1,1,1
10,53,53,93.4752,0,1.31732,21.3338,41.2395,0,77.5776,80.6623,0,2,1,0,0,1,13,9,0,0.692308,1,1,0,1,1,1
11,53,53,15.9958,0,4.73149,32.3535,55.0774,0,1.38043,24.1222,0,2,1,0,0,1,15,13,0,0.866667,1,1,1,1,1,1
12,53,53,103.491,0,5.58991,24.976,38.384,0,29.5639,17.5085,0,4,1,0,0,1,11,3,0,0.272727,1,1,1,1,1,2
13,53,53,66.7598,0,3.31469,8.0118,55.3403,1,85.1952,7.29351,2,7,0,7,1,0,7,7,0,1,1,1,1,1,1,2
14,53,53,101.297,0,3.05385,7.74926,33.1236,0,67.6533,21.9726,0,3,1,0,0,1,11,3,0,0.272727,1,1,1,1,1,2
15,53,53,61.2235,0,3.48632,33.8276,59.8187,0,90.2276,94.2721,0,3,1,0,0,1,7,2,0,0.285714,1,1,1,1,1,2
16,53,53,89.0052,0,2.55577,48.4021,64.5779,0,3.36146,5.33291,0,2,1,0,0,1,9,2,0,0.222222,1,1,1,1,1,2
17,53,53,72.8026,0,3.27822,33.6156,60.4469,0,89.6885,95.5922,0,5,1,0,0,1,8,8,0,1,1,1,1,1,1,0
18,53,53,12.4351,0,2.60322,40.2495,53.2729,0,99.9801,68.4387,0,5,1,0,0,1,2,2,0,1,1,1,1,1,1,0
19,53,53,65.4256,0,3.53139,4.88266,55.8845,0,91.0767,12.1082,0,5,1,0,0,1,7,7,0,1,1,1,1,1,1,0
20,53,53,57.6891,0,2.178,15.72,31.4814,0,81.1182,45.2321,0,5,1,0,0,1,6,6,0,1,1,1,1,1,1,0
21,53,53,53.1957,0,1.75981,14.9224,28.4956,0,25.5306,64.6031,0,5,1,0,0,1,6,6,0,1,1,0,1,1,1,0
22,53,53,14.7049,0,1.76443,4.76549,43.8683,0,75.7194,14.4621,0,1,1,0,0,1,2,2,0,1,1,1,1,1,1,0
23,53,53,30.2052,0,1.57239,9.29027,51.5158,1,89.2534,16.6377,1,10,0,9,1,0,9,9,9,1,1,1,1,1,1,0
24,53,53,34.0222,0,1.66178,24.5609,37.4587,0,85.5261,61.8763,0,5,1,0,0,1,4,4,0,1,1,1,1,1,1,0
25,53,53,29.9179,0,3.04734,14.0758,33.7449,0,19.8109,65.0778,0,2,1,0,0,1,3,3,0,1,1,1,1,1,1,0
26,53,53,71.484,0,1.00849,13.4884,27.5909,0,25.6396,62.9549,0,4,1,0,0,1,8,8,0,1,1,1,1,1,1,0
27,53,53,58.7726,0,2.14692,16.1949,28.6729,0,40.4412,22.9673,0,2,1,0,0,1,6,6,0,1,1,1,1,1,1,0
28,53,53,73.8395,0,1.9848,23.8991,50.5765,0,34.1836,1.96024,0,3,1,0,0,1,8,8,0,1,1,1,1,0,1,0
29,53,53,19.2221,0,2.08436,7.67036,31.3265,0,47.8505,18.7473,1,6,1,0,0,1,2,2,0,1,1,1,0,1,1,0
30,53,53,67.6271,0,2.95756,43.0642,58.5143,0,99.805,80.7145,0,6,1,0,0,1,7,7,0,1,1,1,1,1,1,0
31,53,53,48.1515,0,2.34785,7.67845,36.5392,0,49.5313,86.5362,0,1,1,0,0,1,5,5,0,1,1,1,1,1,1,0
32,53,53,58.2412,0,1.76806,10.9253,39.4971,0,67.9737,85.1706,0,2,1,0,0,1,6,6,0,1,0,1,1,1,1,0
33,53,53,25.1006,0,3.22822,22.8523,35.5412,1,54.3849,14.7303,1,8,0,3,1,0,3,3,3,1,1,1,1,0,1,0
34,53,53,36.4754,0,2.76314,16.5956,47.8876,0,36.6947,96.0021,0,2,1,0,0,1,4,4,0,1,1,1,1,0,0,0
35,53,53,73.9583,0,2.1199,25.7662,50.6802,0,5.94293,75.0492,0,5,1,0,0,1,8,8,0,1,1,1,1,1,1,0
36,53,53,34.4323,0,2.04165,16.5245,21.4749,0,56.5268,70.4591,0,1,1,0,0,1,4,4,0,1,1,1,1,1,1,0
37,53,53,22.1012,0,1.1136,8.79508,28.8254,0,22.67,59.1639,0,2,1,0,0,1,3,3,0,1,1,1,1,1,1,0
38,53,53,11.7483,0,2.50021,33.8989,48.3169,0,14.247,17.5001,0,2,1,0,0,1,2,2,0,1,1,1,1,1,1,0
39,53,53,67.4702,0,1.45465,0.24171,30.3984,0,19.6179,50.9949,0,5,1,0,0,1,7,7,0,1,1,1,1,1,1,0
40,53,53,76.481,0,2.49901,3.61638,15.6414,0,64.4886,44.1066,0,2,1,0,0,1,8,8,0,1,1,1,1,1,1,0
41,53,53,74.591,0,3.21153,4.6196,34.0391,0,70.6626,22.9498,0,4,1,0,0,1,8,8,0,1,1,1,1,1,1,0
42,53,53,58.321,0,2.10916,13.0919,46.6752,0,63.4803,5.31376,0,2,1,0,0,1,6,6,0,1,1,1,1,1,1,0
43,53,53,32.6754,0,1.22841,8.0118,47.3412,1,80.4288,13.7333,1,6,0,6,1,0,6,6,6,1,1,1,1,1,1,0
44,53,53,71.9057,0,2.67226,15.6083,16.0045,0,56.0551,35.1852,0,2,1,0,0,1,8,8,0,1,1,1,1,1,1,0
45,53,53,71.9966,0,2.94696,15.9188,22.2456,0,51.2314,72.2115,0,1,1,0,0,1,8,7,0,0.875,1,1,1,1,1,0
46,53,53,79.585,0,1.10004,3.42266,31.6713,0,71.848,27.0711,0,6,1,0,0,1,8,8,0,1,1,1,1,1,1,0
47,53,53,74.4948,0,2.78408,11.8893,26.9483,0,46.1701,23.3253,0,2,1,0,0,1,8,7,0,0.875,1,1,1,1,1,0
48,53,53,19.6836,0,2.66501,30.4911,51.1337,0,6.28699,23.4702,0,3,1,0,0,1,2,2,0,1,1,1,1,1,1,0
49,53,53,18.1334,0,1.9836,27.633,47.4762,0,96.982,43.1679,0,2,1,0,0,1,2,2,0,1,1,1,1,1,1,0
50,53,53,56.3633,0,1.3062,9.55138,24.0657,0,26.9308,56.8536,0,4,1,0,0,1,6,6,0,1,1,1,1,1,1,0
51,53,53,57.5009,0,2.42977,40.162,51.9176,0,96.392,73.3071,0,1,1,0,0,1,6,6,0,1,1,1,1,1,1,0
52,53,53,53.5407,0,2.55473,22.2218,48.7385,0,3.47166,35.4897,0,4,1,0,0,1,6,6,0,1,1,1,1,1,1,0
53,53,53,65.0887,0,1.56315,33.0943,37.664,1,57.1975,86.9699,1,7,0,7,1,0,7,7,7,1,1,1,1,1,1,0
54,53,53,27.4503,0,1.17216,3.89353,34.0888,0,76.5475,28.6161,0,1,1,0,0,1,3,3,0,1,1,1,1,1,1,0
55,53,53,39.545,0,1.20096,19.1628,32.2426,0,80.973,58.9586,0,4,1,0,0,1,4,4,0,1,1,1,1,0,1,0
56,53,53,33.0571,0,1.60373,7.91725,40.1017,0,48.0779,9.94441,0,5,1,0,0,1,4,4,0,1,1,1,1,1,1,0
57,53,53,70.1246,0,3.44082,16.0715,26.6173,0,41.7693,24.6872,0,1,1,0,0,1,8,8,0,1,1,1,1,1,1,0
58,53,53,51.9992,0,1.84121,30.456,47.1023,0,96.9411,46.1074,0,3,1,0,0,1,6,6,0,1,1,1,1,1,1,0
59,53,53,57.7784,0,3.21778,12.4766,43.199,0,69.579,88.5073,0,5,1,0,0,1,6,6,0,1,1,1,1,1,1,0
60,53,53,27.4762,0,2.61026,5.66422,60.3753,0,90.4494,5.17785,0,6,1,0,0,1,3,3,0,1,1,1,1,1,1,0
61,53,53,63.3859,0,1.65817,19.9418,48.0034,0,3.19069,39.36,0,1,1,0,0,1,7,7,0,1,1,1,1,1,1,0
62,53,53,67.4885,0,1.86938,29.849,40.3647,0,84.8745,70.3243,0,3,1,0,0,1,7,7,0,1,1,1,1,0,1,0
63,53,53,7.67941,0,2.82189,37.9557,30.64,1,19.3766,51.0087,1,7,0,11,1,0,11,11,11,1,1,1,1,1,1,0
64,53,53,5.42464,0,1.42773,11.1074,45.3657,0,70.2084,9.38396,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
65,53,53,57.3651,0,3.09399,27.9359,37.1788,0,80.3971,71.4074,0,2,1,0,0,1,6,6,0,1,1,1,1,1,1,0
66,53,53,49.4135,0,2.98074,11.1432,23.938,0,67.5847,33.7578,0,5,1,0,0,1,5,5,0,1,1,1,1,1,1,0
67,53,53,17.2743,0,2.16657,16.7813,13.9526,0,36.0668,49.2631,0,3,1,0,0,1,2,2,0,1,1,1,1,1,1,0
68,53,53,63.7342,0,3.7076,35.8904,50.9719,0,12.1577,15.8518,0,1,1,0,0,1,7,7,0,1,1,1,1,1,1,0
69,53,53,71.9587,0,1.21163,8.93496,33.2967,0,62.2192,19.0265,0,4,1,0,0,1,8,8,0,1,1,1,1,1,1,0
70,53,53,69.585,0,2.64834,12.0064,37.6004,0,68.4439,82.766,0,2,1,0,0,1,7,7,0,1,1,1,1,1,1,0
71,53,53,50.2907,0,2.15184,6.48022,54.6388,0,95.1762,19.2672,0,4,1,0,0,1,6,6,0,1,1,1,1,1,1,0
72,53,53,29.3081,0,3.00123,33.9468,46.8815,0,94.0611,66.0155,0,3,1,0,0,1,3,3,0,1,1,1,1,1,1,0
73,53,53,19.6255,0,1.63041,10.469,15.7616,1,65.5711,47.5572,1,6,0,7,1,0,7,7,7,1,1,1,1,1,1,0
74,53,53,68.1533,0,1.46748,42.6796,56.1925,0,11.509,9.06055,0,4,1,0,0,1,7,7,0,1,1,1,1,1,1,0
75,53,53,70.5884,0,1.16669,12.6254,10.2215,0,45.8408,59.3371,0,3,1,0,0,1,8,8,0,1,1,1,1,1,1,0
76,53,53,57.7283,0,3.08359,9.99235,39.584,0,64.2375,13.065,0,4,1,0,0,1,6,6,0,1,1,1,1,1,1,0
77,53,53,26.5118,0,1.16534,10.9563,46.7888,0,65.4655,94.1589,0,2,1,0,0,1,3,3,0,1,0,1,1,1,1,0
78,53,53,50.9216,0,2.092,18.1624,59.1178,0,4.34297,87.5546,0,3,1,0,0,1,6,6,0,1,1,1,1,1,1,0
79,53,53,37.2777,0,1.6448,11.876,43.7698,0,64.6474,8.75378,0,6,1,0,0,1,4,4,0,1,1,1,1,1,1,0
80,53,53,2.07237,0,2.85993,10.6977,46.0058,0,29.2898,91.0806,0,5,1,0,0,1,1,1,0,1,1,1,1,1,1,0
81,53,53,52.7862,0,3.18816,17.8811,45.0632,0,7.2008,64.1039,0,5,1,0,0,1,6,6,0,1,1,1,1,1,1,0
82,53,53,46.5987,0,3.41121,13.7013,51.1089,0,62.7647,99.4892,0,3,1,0,0,1,5,5,0,1,1,1,1,1,1,0
83,53,53,15.6686,0,3.20525,38.3114,55.339,1,20.1089,96.5717,1,10,0,3,1,0,3,3,3,1,1,1,1,1,1,0
84,53,53,6.95791,0,2.43916,3.29159,33.2845,0,75.3378,28.4163,0,3,1,0,0,1,1,1,0,1,1,1,1,1,1,0
85,53,53,29.1254,0,3.94925,20.4832,44.3798,0,34.9543,8.24844,0,4,1,0,0,1,3,3,0,1,1,1,1,1,1,0
86,53,53,35.3052,0,2.55253,7.13754,50.105,0,19.1691,89.4963,0,6,1,0,0,1,4,4,0,1,1,1,1,1,1,0
87,53,53,37.8729,0,1.15197,28.563,47.994,0,97.6112,43.9505,0,3,1,0,0,1,4,4,0,1,1,1,1,1,1,0
88,53,53,48.4138,0,2.37217,49.6188,66.1061,0,2.02139,4.52403,0,3,1,0,0,1,5,5,0,1,1,1,1,1,1,0
89,53,53,27.1156,0,3.4046,37.2917,53.7131,0,93.9811,80.8345,0,2,1,0,0,1,3,3,0,1,1,1,1,1,1,0
90,53,53,27.3766,0,2.10633,13.1236,5.33065,0,47.0956,45.5301,0,3,1,0,0,1,3,3,0,1,1,1,1,1,1,0
91,53,53,61.3296,0,3.17225,15.7765,31.2547,0,81.2476,49.3313,0,4,1,0,0,1,7,7,0,1,1,1,1,1,1,0
92,53,53,29.7465,0,4.35947,40.4515,60.5966,0,0.293673,15.3413,0,1,1,0,0,1,3,3,0,1,1,1,1,1,1,0
93,53,53,7.33194,0,2.22191,10.469,8.19786,1,57.2239,53.8756,1,6,0,7,1,0,7,7,7,1,1,1,1,1,1,0
94,53,53,16.5175,0,1.97518,16.8999,9.78345,0,46.3859,40.9085,0,4,1,0,0,1,2,2,0,1,1,1,0,1,1,0
95,53,53,68.737,0,1.44545,7.81889,32.2563,0,18.4592,43.2438,0,1,1,0,0,1,7,7,0,1,1,1,1,1,1,0
96,53,53,56.3941,0,3.35363,28.4685,49.4354,0,7.18826,25.2813,0,3,1,0,0,1,6,6,0,1,1,1,1,1,1,0
97,53,53,70.0489,0,1.81457,42.1468,58.465,0,99.0315,81.8445,0,3,1,0,0,1,8,8,0,1,1,1,1,1,1,0
98,53,53,15.1705,0,0.731225,11.037,46.0626,0,66.4169,93.0377,1,2,1,0,0,1,2,2,0,1,1,1,1,1,1,0
0,54,54,5.98866,0,2.49236,9.64297,8.84913,0,57.1363,44.7674,0,4,1,0,0,1,2,1,0,0.5,1,1,1,1,1,1
1,54,54,71.5459,0,3.89452,14.8333,51.4655,0,96.697,71.6352,0,4,1,0,0,1,19,15,0,0.789474,1,1,1,1,1,1
2,54,54,52.8537,0,2.24258,26.8436,27.4895,0,22.7523,53.6377,0,1,1,0,0,1,11,8,0,0.727273,0,1,1,1,1,1
3,54,54,78.4036,0,2.33921,41.7006,49.8266,0,0.179944,49.1927,0,5,1,0,0,1,17,10,0,0.588235,1,1,1,1,1,1
4,54,54,75.4034,0,3.66459,6.52131,30.9375,1,79.3551,59.7677,2,4,0,6,1,0,6,6,6,1,0,0,1,1,1,1
5,54,54,47.8919,0,3.36023,19.0379,47.8702,0,38.4391,3.54682,0,4,1,0,0,1,6,4,0,0.666667,1,1,0,1,1,1
6,54,54,70.0413,0,2.57696,11.4917,17.3159,0,34.9098,41.5072,0,6,1,0,0,1,12,9,0,0.75,1,1,1,1,1,1
7,54,54,35.1893,0,3.67473,7.05921,35.2171,0,62.5502,17.095,0,5,1,0,0,1,13,9,0,0.692308,1,1,1,1,1,1
8,54,54,14.769,0,2.24434,31.3722,56.2342,0,85.9458,93.2456,0,4,1,0,0,1,5,3,0,0.6,1,1,1,1,1,1
9,54,54,48.8198,0,4.48187,24.5155,44.3771,0,45.9551,5.80761,0,4,1,0,0,1,6,4,0,0.666667,1,1,1,1,1,1
10,54,54,81.7837,0,2.25455,19.1078,35.3448,0,32.3943,19.3521,0,2,1,0,0,1,17,12,0,0.705882,1,1,1,1,1,1
11,54,54,57.6238,0,3.50258,29.0244,26.4459,0,30.3353,67.6829,0,2,1,0,0,1,17,12,0,0.705882,1,1,1,1,1,1
12,54,54,122.047,0,4.78377,15.8583,38.384,0,29.5639,17.5085,0,1,1,0,0,1,13,3,0,0.230769,0,1,1,1,1,2
13,54,54,78.4954,0,3.90198,15.1318,55.3403,0,85.1952,7.29351,0,4,1,0,0,1,8,2,0,0.25,1,1,1,1,1,2
14,54,54,61.8134,0,1.84626,10.0286,33.1236,1,67.6533,21.9726,2,7,0,11,1,0,11,11,0,1,1,1,1,0,1,2
15,54,54,119.417,0,2.68317,32.7352,59.8187,0,90.2276,94.2721,0,3,1,0,0,1,12,3,0,0.25,1,1,1,1,0,2
16,54,54,40.8088,0,4.65018,8.95977,64.5779,0,3.36146,5.33291,0,2,1,0,0,1,5,1,0,0.2,1,1,1,1,0,2
17,54,54,41.3257,0,3.76746,33.9719,60.4469,0,89.6885,95.5922,0,2,1,0,0,1,5,5,0,1,1,1,1,1,0,0
18,54,54,61.1417,0,3.03752,15.874,53.2729,0,99.9801,68.4387,0,1,1,0,0,1,7,7,0,1,1,1,1,1,1,0
19,54,54,61.5636,0,2.91351,21.0454,55.8845,0,91.0767,12.1082,0,5,1,0,0,1,7,7,0,1,1,1,1,1,1,0
20,54,54,60.3651,0,1.04329,17.218,31.4814,0,81.1182,45.2321,0,4,1,0,0,1,7,7,0,1,0,1,0,1,1,0
21,54,54,15.9094,0,2.93848,31.5654,28.4956,0,25.5306,64.6031,0,5,1,0,0,1,2,2,0,1,1,1,1,1,0,0
22,54,54,82.9197,0,2.3203,7.49388,43.8683,0,75.7194,14.4621,0,2,1,0,0,1,9,8,0,0.888889,1,1,1,0,0,0
23,54,54,50.8019,0,1.48354,17.462,51.5158,0,89.2534,16.6377,0,3,1,0,0,1,6,6,0,1,1,1,1,1,1,0
24,54,54,84.8529,0,1.61241,34.4508,37.4587,1,85.5261,61.8763,1,7,0,10,1,0,10,10,10,1,1,1,1,1,1,0
25,54,54,74.8649,0,2.40224,35.2331,33.7449,0,19.8109,65.0778,0,4,1,0,0,1,8,8,0,1,1,1,1,1,1,0
26,54,54,39.4193,0,2.10571,30.273,27.5909,0,25.6396,62.9549,0,4,1,0,0,1,4,4,0,1,1,1,1,1,1,0
27,54,54,66.482,0,2.61618,18.9004,28.6729,0,40.4412,22.9673,0,2,1,0,0,1,7,7,0,1,1,1,1,1,0,0
28,54,54,31.7029,0,2.11692,15.0721,50.5765,0,34.1836,1.96024,0,5,1,0,0,1,4,4,0,1,1,0,0,1,1,0
29,54,54,17.2794,0,2.13421,18.3717,31.3265,0,47.8505,18.7473,0,5,1,0,0,1,2,2,0,1,1,1,0,1,1,0
30,54,54,54.2256,0,2.54794,23.6382,58.5143,0,99.805,80.7145,0,5,1,0,0,1,6,6,0,1,1,1,1,1,1,0
31,54,54,54.2608,0,2.54144,15.9494,36.5392,0,49.5313,86.5362,0,1,1,0,0,1,6,6,0,1,0,1,1,1,1,0
32,54,54,30.1177,0,1.88525,29.167,39.4971,0,67.9737,85.1706,0,2,1,0,0,1,4,4,0,1,1,1,1,1,0,0
33,54,54,16.0991,0,3.42927,15.1163,35.5412,0,54.3849,14.7303,0,3,1,0,0,1,2,2,0,1,1,1,1,1,0,0
34,54,54,40.0426,0,1.86543,55.9394,47.8876,1,36.6947,96.0021,1,8,0,5,1,0,5,5,5,1,1,0,1,0,1,0
35,54,54,38.9461,0,1.02776,37.2115,50.6802,0,5.94293,75.0492,0,5,1,0,0,1,4,4,0,1,1,1,0,1,1,0
36,54,54,28.4121,0,2.93317,30.2428,21.4749,0,56.5268,70.4591,0,3,1,0,0,1,3,3,0,1,1,1,1,1,1,0
37,54,54,70.9282,0,1.46227,29.9283,28.8254,0,22.67,59.1639,0,6,1,0,0,1,8,8,0,1,1,1,1,1,1,0
38,54,54,11.8138,0,2.08872,8.87262,48.3169,0,14.247,17.5001,0,5,1,0,0,1,2,2,0,1,1,0,1,1,0,0
39,54,54,45.664,0,1.83999,28.6053,30.3984,0,19.6179,50.9949,0,5,1,0,0,1,5,5,0,1,1,1,1,1,1,0
40,54,54,55.0967,0,3.03554,12.2766,15.6414,0,64.4886,44.1066,0,4,1,0,0,1,6,6,0,1,1,1,1,1,1,0
41,54,54,53.4178,0,1.62992,3.16401,34.0391,0,70.6626,22.9498,1,5,1,0,0,1,6,6,0,1,1,1,0,1,1,0
42,54,54,62.6069,0,2.28415,7.86348,46.6752,0,63.4803,5.31376,0,4,1,0,0,1,7,7,0,1,1,0,1,1,1,0
43,54,54,33.4384,0,2.33289,11.1074,47.3412,0,80.4288,13.7333,0,1,1,0,0,1,4,4,0,1,1,1,1,1,1,0
44,54,54,52.3027,0,2.23586,11.2361,16.0045,1,56.0551,35.1852,1,5,0,9,1,0,9,9,9,1,0,1,1,1,1,0
45,54,54,74.001,0,3.13156,27.8802,22.2456,0,51.2314,72.2115,0,4,1,0,0,1,8,8,0,1,1,1,1,0,1,0
46,54,54,61.9839,0,2.01529,3.74012,31.6713,0,71.848,27.0711,0,3,1,0,0,1,7,7,0,1,0,1,1,1,1,0
47,54,54,40.8478,0,3.29695,15.4393,26.9483,0,46.1701,23.3253,0,3,1,0,0,1,5,5,0,1,0,1,1,0,1,0
48,54,54,72.2519,0,1.07547,15.3267,51.1337,0,6.28699,23.4702,0,3,1,0,0,1,8,8,0,1,1,0,1,1,1,0
49,54,54,43.2104,0,2.59045,21.9372,47.4762,0,96.982,43.1679,0,5,1,0,0,1,5,5,0,1,1,1,0,1,1,0
50,54,54,18.5905,0,4.22946,25.1544,24.0657,0,26.9308,56.8536,0,5,1,0,0,1,2,2,0,1,1,1,1,1,1,0
51,54,54,44.7708,0,2.3092,15.7712,51.9176,0,96.392,73.3071,0,3,1,0,0,1,5,5,0,1,1,0,1,1,1,0
52,54,54,54.744,0,2.33263,27.6242,48.7385,0,3.47166,35.4897,0,1,1,0,0,1,6,6,0,1,1,1,0,1,0,0
53,54,54,31.5918,0,2.71002,22.4041,37.664,0,57.1975,86.9699,0,4,1,0,0,1,4,4,0,1,0,1,1,1,1,0
54,54,54,42.4972,0,2.31611,1.22607,34.0888,1,76.5475,28.6161,1,3,0,7,1,0,7,7,7,1,1,0,1,0,1,0
55,54,54,33.7289,0,2.7161,5.40773,32.2426,0,80.973,58.9586,0,1,1,0,0,1,4,4,0,1,1,1,0,1,1,0
56,54,54,8.1762,0,2.11492,22.1376,40.1017,0,48.0779,9.94441,0,2,1,0,0,1,1,1,0,1,1,1,1,1,1,0
57,54,54,68.6399,0,3.09471,16.8655,26.6173,0,41.7693,24.6872,1,2,1,0,0,1,7,7,0,1,1,1,1,0,1,0
58,54,54,20.965,0,2.17887,19.4669,47.1023,0,96.9411,46.1074,0,2,1,0,0,1,3,3,0,1,1,1,0,1,1,0
59,54,54,28.7319,0,2.61004,31.0407,43.199,0,69.579,88.5073,0,1,1,0,0,1,3,3,0,1,1,1,1,1,0,0
60,54,54,43.2071,0,0.65536,20.6734,60.3753,0,90.4494,5.17785,0,3,1,0,0,1,5,5,0,1,1,1,1,1,0,0
61,54,54,50.0621,0,2.24418,31.4205,48.0034,0,3.19069,39.36,0,2,1,0,0,1,6,6,0,1,1,1,0,1,1,0
62,54,54,56.6652,0,2.08162,8.47313,40.3647,0,84.8745,70.3243,0,2,1,0,0,1,6,6,0,1,1,1,1,1,1,0
63,54,54,18.2175,0,1.93432,28.8361,30.64,0,19.3766,51.0087,0,6,1,0,0,1,2,2,0,1,1,1,1,1,1,0
64,54,54,62.5344,0,1.37376,12.8453,45.3657,1,70.2084,9.38396,1,9,0,7,1,0,7,7,7,1,0,1,1,1,1,0
65,54,54,5.18723,0,3.10655,10.8235,37.1788,0,80.3971,71.4074,0,6,1,0,0,1,1,1,0,1,1,0,1,1,1,0
66,54,54,62.9631,0,1.57481,9.41504,23.938,0,67.5847,33.7578,0,4,1,0,0,1,7,7,0,1,1,1,1,1,0,0
67,54,54,41.2716,0,1.45039,13.2772,13.9526,0,36.0668,49.2631,0,5,1,0,0,1,5,5,0,1,1,1,1,1,1,0
68,54,54,64.8804,0,2.41751,6.82217,50.9719,0,12.1577,15.8518,0,1,1,0,0,1,7,7,0,1,1,1,1,1,1,0
69,54,54,79.1688,0,1.39734,6.18141,33.2967,0,62.2192,19.0265,0,2,1,0,0,1,8,8,0,1,1,1,1,1,1,0
70,54,54,15.0463,0,2.8409,26.9848,37.6004,0,68.4439,82.766,0,4,1,0,0,1,2,2,0,1,1,1,0,1,1,0
71,54,54,14.9359,0,2.911,20.843,54.6388,0,95.1762,19.2672,0,5,1,0,0,1,2,2,0,1,1,1,1,1,1,0
72,54,54,41.3613,0,2.51623,9.48569,46.8815,0,94.0611,66.0155,0,1,1,0,0,1,5,5,0,1,1,0,1,1,1,0
73,54,54,21.919,0,0.995237,15.6083,15.7616,0,65.5711,47.5572,0,1,1,0,0,1,3,3,0,1,1,1,1,1,1,0
74,54,54,57.9149,0,2.7504,8.82589,56.1925,1,11.509,9.06055,1,7,0,4,1,0,4,4,4,1,1,0,0,1,1,0
75,54,54,11.2787,0,2.86303,18.4366,10.2215,0,45.8408,59.3371,0,3,1,0,0,1,2,2,0,1,1,1,1,1,1,0
76,54,54,76.5293,0,0.96401,7.01446,39.584,0,64.2375,13.065,0,2,1,0,0,1,8,8,0,1,1,1,1,1,1,0
77,54,54,32.9543,0,3.32249,28.8298,46.7888,0,65.4655,94.1589,0,5,1,0,0,1,4,4,0,1,1,1,1,1,1,0
78,54,54,24.509,0,1.19978,33.4364,59.1178,0,4.34297,87.5546,0,4,1,0,0,1,3,3,0,1,1,1,1,1,1,0
79,54,54,11.1692,0,1.561,5.59657,43.7698,0,64.6474,8.75378,0,5,1,0,0,1,2,2,0,1,1,1,1,0,1,0
80,54,54,30.5711,0,2.61493,8.89118,46.0058,0,29.2898,91.0806,0,6,1,0,0,1,4,4,0,1,1,1,1,0,0,0
81,54,54,22.9045,0,3.14812,43.444,45.0632,0,7.2008,64.1039,0,1,1,0,0,1,3,3,0,1,0,1,1,1,1,0
82,54,54,69.49,0,2.51543,26.3021,51.1089,0,62.7647,99.4892,0,1,1,0,0,1,7,7,0,1,1,1,1,1,1,0
83,54,54,35.8025,0,2.37762,16.5956,55.339,0,20.1089,96.5717,0,2,1,0,0,1,4,4,0,1,1,1,1,1,0,0
84,54,54,11.155,0,2.54385,1.22607,33.2845,1,75.3378,28.4163,1,4,0,9,1,0,9,9,9,1,1,0,1,0,1,0
85,54,54,16.2132,0,1.34286,15.759,44.3798,0,34.9543,8.24844,0,4,1,0,0,1,2,2,0,1,1,0,1,1,1,0
86,54,54,70.703,0,2.50956,18.6942,50.105,0,19.1691,89.4963,0,2,1,0,0,1,8,7,0,0.875,1,1,1,0,1,0
87,54,54,59.789,0,2.24316,21.619,47.994,0,97.6112,43.9505,0,2,1,0,0,1,6,6,0,1,1,1,0,1,1,0
88,54,54,50.4018,0,1.97678,10.5164,66.1061,0,2.02139,4.52403,0,1,1,0,0,1,6,6,0,1,1,1,1,1,0,0
89,54,54,58.7892,0,2.50599,20.7581,53.7131,0,93.9811,80.8345,0,5,1,0,0,1,6,6,0,1,1,1,1,1,1,0
90,54,54,58.0659,0,1.75289,4.67568,5.33065,0,47.0956,45.5301,0,5,1,0,0,1,6,6,0,1,1,1,1,1,1,0
91,54,54,62.2552,0,2.83932,13.2546,31.2547,0,81.2476,49.3313,0,4,1,0,0,1,7,6,0,0.857143,0,1,1,1,1,0
92,54,54,73.8474,0,2.52297,12.8542,60.5966,0,0.293673,15.3413,0,2,1,0,0,1,8,8,0,1,0,1,1,1,1,0
93,54,54,79.6908,0,2.53848,16.8999,8.19786,0,57.2239,53.8756,0,6,1,0,0,1,8,7,0,0.875,1,1,1,1,1,0
94,54,54,12.0984,0,0.923634,11.2361,9.78345,1,46.3859,40.9085,1,3,0,5,1,0,5,5,5,1,1,1,1,0,1,0
95,54,54,55.957,0,1.24533,28.0242,32.2563,0,18.4592,43.2438,0,5,1,0,0,1,6,6,0,1,1,1,1,1,1,0
96,54,54,27.6915,0,2.47928,16.7863,49.4354,0,7.18826,25.2813,0,4,1,0,0,1,3,3,0,1,1,0,1,1,1,0
97,54,54,40.592,0,1.08518,24.1065,58.465,0,99.0315,81.8445,0,3,1,0,0,1,5,5,0,1,1,1,1,1,1,0
98,54,54,62.5327,0,2.79721,29.8697,46.0626,0,66.4169,93.0377,0,4,1,0,0,1,7,7,0,1,1,1,1,1,1,0
0,55,55,47.6992,0,2.23315,27.7761,49.0926,0,71.1533,5.69855,0,1,1,0,0,1,8,6,0,0.75,1,1,1,1,1,1
1,55,55,80.2819,0,3.80303,25.4786,23.7091,0,52.7785,26.4543,0,5,1,0,0,1,10,6,0,0.6,1,0,1,1,1,1
