node_id,round,packet_rate,energy_remaining,energy_consumed_uJ,is_cluster_head,x_pos,y_pos,label,dist_to_ch,dist_to_bs,simulation_time,adv_ch_sent,adv_ch_rcvd,join_req_sent,join_req_rcvd,sch_sent,sch_rcvd,data_sent,data_rcvd,data_sent_bs,send_rcv_ratio,nbr_1_status,nbr_2_status,nbr_3_status,nbr_4_status,nbr_5_status,layer1_flagged
47.0,38.0,15.9795,22.2776,3.17375,0.0,46.1701,23.3253,0.0,24.4978,26.9483,38.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
48.0,38.0,56.6046,15.0749,2.40428,1.0,6.28699,23.4702,0.0,9.61797,51.1337,38.0,1.0,7.0,0.0,11.0,1.0,0.0,10.0,10.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,0
49.0,38.0,27.7394,14.6652,1.00366,0.0,96.982,43.1679,0.0,2.93982,47.4762,38.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
50.0,38.0,69.3444,13.8158,2.28298,0.0,26.9308,56.8536,0.0,38.1151,24.0657,38.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
51.0,38.0,56.817,18.5511,2.79266,0.0,96.392,73.3071,0.0,6.04778,51.9176,38.0,0.0,4.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
52.0,38.0,40.4166,16.7629,1.8482,0.0,3.47166,35.4897,0.0,12.3448,48.7385,38.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
53.0,38.0,28.0077,14.9472,2.1377,0.0,57.1975,86.9699,0.0,11.037,37.664,38.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
54.0,38.0,69.4829,15.7914,4.0883,0.0,76.5475,28.6161,0.0,20.8151,34.0888,38.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1
55.0,38.0,15.1201,1.5219,2.63651,0.0,80.973,58.9586,0.0,11.1618,32.2426,38.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
56.0,38.0,53.2659,19.6345,1.78846,0.0,48.0779,9.94441,0.0,16.0249,40.1017,38.0,0.0,4.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
57.0,38.0,57.4541,10.9714,2.23855,0.0,41.7693,24.6872,0.0,23.9595,26.6173,38.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
58.0,38.0,83.8817,22.8736,2.9141,1.0,96.9411,46.1074,0.0,13.3515,47.1023,38.0,1.0,6.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0
59.0,38.0,61.554,11.1702,1.94017,0.0,69.579,88.5073,0.0,5.52479,43.199,38.0,0.0,4.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
60.0,38.0,53.2309,12.0711,2.0055,0.0,90.4494,5.17785,0.0,41.4412,60.3753,38.0,0.0,3.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
61.0,38.0,70.2939,13.6002,2.34906,0.0,3.19069,39.36,0.0,16.1886,48.0034,38.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
62.0,38.0,79.9141,15.9591,2.19344,0.0,84.8745,70.3243,0.0,15.2228,40.3647,38.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
63.0,38.0,53.1119,15.41,1.62409,0.0,19.3766,51.0087,0.0,30.4911,30.64,38.0,0.0,4.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
64.0,38.0,71.87,21.4838,1.00253,0.0,70.2084,9.38396,0.0,36.7818,45.3657,38.0,0.0,2.0,1.0,0.0,0.0,1.0,8.0,7.0,0.0,0.875,0.0,1.0,1.0,1.0,1.0,0
65.0,38.0,47.712,17.4706,2.25965,0.0,80.3971,71.4074,0.0,19.8067,37.1788,38.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
66.0,38.0,56.7933,16.1698,2.49482,0.0,67.5847,33.7578,0.0,21.6388,23.938,38.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
67.0,38.0,11.9402,12.61,1.69973,0.0,36.0668,49.2631,0.0,38.5356,13.9526,38.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
68.0,38.0,64.2846,16.5613,2.38092,1.0,12.1577,15.8518,0.0,2.66124,50.9719,38.0,1.0,4.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
69.0,38.0,75.3671,14.5415,2.84882,0.0,62.2192,19.0265,0.0,32.8215,33.2967,38.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,7.0,0.0,0.875,1.0,1.0,1.0,1.0,1.0,0
70.0,38.0,69.8705,12.8152,3.11337,0.0,68.4439,82.766,0.0,10.4698,37.6004,38.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
71.0,38.0,43.0825,12.3969,3.44115,0.0,95.1762,19.2672,0.0,26.8982,54.6388,38.0,0.0,6.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
72.0,38.0,27.096,17.9271,0.746699,0.0,94.0611,66.0155,0.0,6.39587,46.8815,38.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
73.0,38.0,25.5894,16.1693,1.70435,0.0,65.5711,47.5572,0.0,18.1848,15.7616,38.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
74.0,38.0,12.5041,8.80442,1.85816,0.0,11.509,9.06055,0.0,6.82217,56.1925,38.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
75.0,38.0,9.4101,15.6517,2.53364,0.0,45.8408,59.3371,0.0,39.4856,10.2215,38.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
76.0,38.0,56.5913,13.0423,2.19017,0.0,64.2375,13.065,0.0,32.0399,39.584,38.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
77.0,38.0,7.30549,16.0285,0.819194,0.0,65.4655,94.1589,0.0,1.4704,46.7888,38.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
78.0,38.0,30.1091,16.3035,3.39655,1.0,4.34297,87.5546,0.0,62.3157,59.1178,38.0,1.0,5.0,0.0,6.0,1.0,0.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0
79.0,38.0,34.1495,21.807,2.65412,0.0,64.6474,8.75378,0.0,31.2122,43.7698,38.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
80.0,38.0,22.6419,10.3962,2.82692,0.0,29.2898,91.0806,0.0,25.1948,46.0058,38.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
81.0,38.0,47.6195,22.1505,3.44218,0.0,7.2008,64.1039,0.0,23.6242,45.0632,38.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
82.0,38.0,45.2808,16.5976,1.49772,0.0,62.7647,99.4892,0.0,7.41354,51.1089,38.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
83.0,38.0,58.8343,11.4113,3.12446,0.0,20.1089,96.5717,0.0,18.1624,55.339,38.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
84.0,38.0,19.7633,17.6094,1.75068,0.0,75.3378,28.4163,0.0,21.4474,33.2845,38.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0
85.0,38.0,54.0502,20.3768,0.824097,0.0,34.9543,8.24844,0.0,6.33526,44.3798,38.0,0.0,3.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
86.0,38.0,74.2647,15.8677,0.763238,0.0,19.1691,89.4963,0.0,14.9527,50.105,38.0,0.0,2.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
87.0,38.0,77.4339,17.9355,1.19613,0.0,97.6112,43.9505,0.0,2.2586,47.994,38.0,0.0,6.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
88.0,38.0,45.9766,22.6868,1.64037,1.0,2.02139,4.52403,0.0,15.2008,66.1061,38.0,1.0,10.0,0.0,10.0,1.0,0.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,0
89.0,38.0,53.1362,12.8278,2.37053,0.0,93.9811,80.8345,0.0,13.7711,53.7131,38.0,0.0,5.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
90.0,38.0,13.1441,18.3508,1.31708,0.0,47.0956,45.5301,0.0,36.744,5.33065,38.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
91.0,38.0,61.8082,16.0189,1.97358,0.0,81.2476,49.3313,0.0,2.76531,31.2547,38.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
92.0,38.0,45.8882,20.7839,2.11086,0.0,0.293673,15.3413,0.0,10.0995,60.5966,38.0,0.0,4.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
93.0,38.0,60.5589,26.3006,1.45677,0.0,57.2239,53.8756,0.0,27.1341,8.19786,38.0,0.0,3.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
94.0,38.0,35.2973,14.8166,2.1588,0.0,46.3859,40.9085,0.0,38.0551,9.78345,38.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
95.0,38.0,46.0461,18.7721,2.67319,0.0,18.4592,43.2438,0.0,23.2198,32.2563,38.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
96.0,38.0,17.3594,22.8084,2.30008,0.0,7.18826,25.2813,0.0,2.02291,49.4354,38.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
97.0,38.0,89.107,12.7145,2.69193,0.0,99.0315,81.8445,0.0,13.4393,58.465,38.0,0.0,4.0,1.0,0.0,0.0,1.0,9.0,8.0,0.0,0.888889,1.0,1.0,1.0,1.0,1.0,0
98.0,38.0,65.9379,17.0111,1.48879,1.0,66.4169,93.0377,0.0,41.6125,46.0626,38.0,1.0,5.0,0.0,4.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.0,39.0,47.1091,0.0,2.61022,0.0,71.1533,5.69855,1.0,7.1875,49.0926,39.0,0.0,3.0,1.0,0.0,0.0,1.0,6.0,3.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0
1.0,39.0,12.3536,0.0,2.27645,0.0,52.7785,26.4543,1.0,9.14788,23.7091,39.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0
2.0,39.0,13.0088,0.0,2.45305,0.0,24.5304,10.5029,1.0,24.7345,46.9971,39.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,0
3.0,39.0,52.9548,0.0,3.00431,0.0,74.7048,25.1862,1.0,13.9224,35.0151,39.0,0.0,1.0,1.0,0.0,0.0,1.0,14.0,8.0,0.0,0.571429,1.0,1.0,1.0,1.0,1.0,0
4.0,39.0,24.3481,0.0,4.21441,0.0,19.4793,5.26976,1.0,31.4097,54.1508,39.0,0.0,1.0,1.0,0.0,0.0,1.0,13.0,8.0,0.0,0.615385,1.0,1.0,1.0,1.0,1.0,0
5.0,39.0,46.2988,0.0,3.47794,0.0,81.1579,31.6103,1.0,19.5954,36.1801,39.0,0.0,1.0,1.0,0.0,0.0,1.0,15.0,12.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0
6.0,39.0,29.5186,0.0,2.97671,0.0,27.9191,76.7353,1.0,27.0458,34.6748,39.0,0.0,4.0,1.0,0.0,0.0,1.0,11.0,6.0,0.0,0.545455,1.0,1.0,1.0,1.0,1.0,0
7.0,39.0,56.4661,0.0,3.41908,0.0,49.6493,87.3895,1.0,19.9611,37.3911,39.0,0.0,3.0,1.0,0.0,0.0,1.0,9.0,5.0,0.0,0.555556,1.0,1.0,0.0,1.0,1.0,0
8.0,39.0,34.7307,0.0,2.88667,0.0,83.7463,48.1468,1.0,14.1412,33.7972,39.0,0.0,4.0,1.0,0.0,0.0,1.0,5.0,3.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,0
9.0,39.0,11.4516,0.0,2.9179,1.0,4.60591,58.9542,1.0,16.9915,46.2688,39.0,0.0,8.0,0.0,7.0,1.0,0.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0
10.0,39.0,47.351,0.0,2.45629,0.0,77.5776,80.6623,1.0,11.2036,41.2395,39.0,0.0,1.0,1.0,0.0,0.0,1.0,17.0,13.0,0.0,0.764706,1.0,1.0,1.0,1.0,1.0,0
11.0,39.0,14.661,0.0,2.97148,0.0,1.38043,24.1222,1.0,32.4769,55.0774,39.0,0.0,6.0,1.0,0.0,0.0,1.0,5.0,4.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0
12.0,39.0,68.1149,0.0,3.34175,0.0,29.5639,17.5085,2.0,18.3285,38.384,39.0,0.0,4.0,1.0,0.0,0.0,1.0,7.0,2.0,0.0,0.285714,1.0,1.0,1.0,1.0,1.0,1
13.0,39.0,72.9589,0.0,2.73027,0.0,85.1952,7.29351,2.0,7.60092,55.3403,39.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,2.0,0.0,0.25,1.0,1.0,1.0,1.0,1.0,1
14.0,39.0,138.388,0.0,5.079,0.0,67.6533,21.9726,2.0,6.18141,33.1236,39.0,0.0,4.0,1.0,0.0,0.0,1.0,14.0,4.0,0.0,0.285714,1.0,1.0,1.0,1.0,1.0,1
15.0,39.0,127.863,0.0,4.61614,0.0,90.2276,94.2721,2.0,13.952,59.8187,39.0,0.0,1.0,1.0,0.0,0.0,1.0,13.0,3.0,0.0,0.230769,1.0,1.0,1.0,1.0,1.0,1
16.0,39.0,55.7176,0.0,3.90801,0.0,3.36146,5.33291,2.0,46.4674,64.5779,39.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.166667,1.0,1.0,1.0,1.0,1.0,1
17.0,39.0,76.3433,11.2461,2.13814,0.0,89.6885,95.5922,0.0,15.3694,60.4469,39.0,0.0,2.0,1.0,0.0,0.0,1.0,8.0,7.0,0.0,0.875,1.0,1.0,1.0,1.0,1.0,0
18.0,39.0,3.09893,10.8486,2.99218,0.0,99.9801,68.4387,0.0,13.7711,53.2729,39.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
19.0,39.0,6.56547,15.9447,2.63426,1.0,91.0767,12.1082,0.0,26.6413,55.8845,39.0,1.0,4.0,0.0,8.0,1.0,0.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0
20.0,39.0,19.2395,13.7048,1.50311,0.0,81.1182,45.2321,0.0,15.9976,31.4814,39.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
21.0,39.0,42.7,11.2377,3.42817,0.0,25.5306,64.6031,0.0,14.8372,28.4956,39.0,0.0,4.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
22.0,39.0,29.4296,11.5494,1.67647,0.0,75.7194,14.4621,0.0,12.4568,43.8683,39.0,0.0,5.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
23.0,39.0,60.5698,15.2587,2.15553,0.0,89.2534,16.6377,0.0,4.88266,51.5158,39.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
24.0,39.0,16.1342,8.83577,1.29342,0.0,85.5261,61.8763,0.0,20.7581,37.4587,39.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
25.0,39.0,71.6385,20.4367,1.32603,0.0,19.8109,65.0778,0.0,14.0843,33.7449,39.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
26.0,39.0,4.42763,10.6806,1.85695,0.0,25.6396,62.9549,0.0,13.3904,27.5909,39.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
27.0,39.0,41.6416,13.7409,1.08391,0.0,40.4412,22.9673,0.0,8.52683,28.6729,39.0,0.0,4.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
28.0,39.0,53.5394,7.96043,3.05273,0.0,34.1836,1.96024,0.0,21.6469,50.5765,39.0,0.0,3.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
29.0,39.0,54.5486,10.1898,3.43839,1.0,47.8505,18.7473,0.0,14.3714,31.3265,39.0,1.0,3.0,0.0,5.0,1.0,0.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0
30.0,39.0,7.55155,13.8951,1.49214,0.0,99.805,80.7145,0.0,5.82517,58.5143,39.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
31.0,39.0,47.9041,11.9715,1.30527,0.0,49.5313,86.5362,0.0,20.1444,36.5392,39.0,0.0,4.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
32.0,39.0,64.7791,7.41793,3.06676,0.0,67.9737,85.1706,0.0,3.70282,39.4971,39.0,0.0,3.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
33.0,39.0,31.4419,18.8562,2.7268,0.0,54.3849,14.7303,0.0,7.67036,35.5412,39.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
34.0,39.0,83.1385,11.5337,1.32335,0.0,36.6947,96.0021,0.0,33.7276,47.8876,39.0,0.0,3.0,1.0,0.0,0.0,1.0,9.0,9.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
35.0,39.0,10.0402,14.6998,1.70328,0.0,5.94293,75.0492,0.0,16.1504,50.6802,39.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0
36.0,39.0,75.5368,15.5859,1.90313,0.0,56.5268,70.4591,0.0,22.2733,21.4749,39.0,0.0,4.0,1.0,0.0,0.0,1.0,8.0,7.0,0.0,0.875,1.0,1.0,1.0,1.0,1.0,0
37.0,39.0,49.9844,20.4218,1.66669,0.0,22.67,59.1639,0.0,8.72055,28.8254,39.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
38.0,39.0,18.154,17.2436,0.952308,0.0,14.247,17.5001,0.0,33.6266,48.3169,39.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
39.0,39.0,18.682,8.77645,3.7866,1.0,19.6179,50.9949,0.0,16.9915,30.3984,39.0,1.0,6.0,0.0,10.0,1.0,0.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0
40.0,39.0,35.7507,11.7772,3.02425,0.0,64.4886,44.1066,0.0,25.1826,15.6414,39.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
41.0,39.0,25.315,12.4922,2.14503,0.0,70.6626,22.9498,0.0,9.31049,34.0391,39.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
42.0,39.0,73.5031,8.2839,3.26163,0.0,63.4803,5.31376,0.0,3.63263,46.6752,39.0,0.0,4.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
43.0,39.0,22.9846,20.8221,1.85794,0.0,80.4288,13.7333,0.0,10.7712,47.3412,39.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
44.0,39.0,81.251,9.60048,2.30296,0.0,56.0551,35.1852,0.0,17.2945,16.0045,39.0,0.0,3.0,1.0,0.0,0.0,1.0,9.0,9.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
45.0,39.0,72.822,17.9012,2.32373,0.0,51.2314,72.2115,0.0,24.5396,22.2456,39.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
46.0,39.0,65.5314,4.18029,2.58415,0.0,71.848,27.0711,0.0,12.5472,31.6713,39.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
47.0,39.0,33.7302,20.3094,1.96825,0.0,46.1701,23.3253,0.0,4.87661,26.9483,39.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
48.0,39.0,74.8041,11.8476,3.22726,0.0,6.28699,23.4702,0.0,30.583,51.1337,39.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
49.0,39.0,54.3784,13.5651,1.10009,1.0,96.982,43.1679,0.0,31.6161,47.4762,39.0,1.0,4.0,0.0,9.0,1.0,0.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0
50.0,39.0,48.1633,10.95,2.86576,0.0,26.9308,56.8536,0.0,9.37033,24.0657,39.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
51.0,39.0,27.8404,15.9216,2.62956,0.0,96.392,73.3071,0.0,7.904,51.9176,39.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
52.0,39.0,73.5632,14.2933,2.46957,0.0,3.47166,35.4897,0.0,22.3856,48.7385,39.0,0.0,2.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
53.0,39.0,85.1215,11.3563,3.59089,0.0,57.1975,86.9699,0.0,12.4766,37.664,39.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,9.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
54.0,39.0,5.24062,12.9944,2.79701,0.0,76.5475,28.6161,0.0,17.2413,34.0888,39.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
55.0,39.0,45.2999,0.0,3.15656,0.0,80.973,58.9586,0.0,22.4863,32.2426,39.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
56.0,39.0,24.6225,18.8293,0.80527,0.0,48.0779,9.94441,0.0,8.80583,40.1017,39.0,0.0,5.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
57.0,39.0,35.5448,8.30327,2.66818,0.0,41.7693,24.6872,0.0,8.50077,26.6173,39.0,0.0,5.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
58.0,39.0,10.6783,21.8328,1.04078,0.0,96.9411,46.1074,0.0,2.93982,47.1023,39.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
59.0,39.0,44.6948,8.91547,2.25478,1.0,69.579,88.5073,0.0,25.5799,43.199,39.0,1.0,6.0,0.0,8.0,1.0,0.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0
60.0,39.0,70.8454,9.43279,2.63829,0.0,90.4494,5.17785,0.0,6.95872,60.3753,39.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
61.0,39.0,49.6122,11.1951,2.40507,0.0,3.19069,39.36,0.0,19.6453,48.0034,39.0,0.0,5.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
62.0,39.0,60.299,14.1989,1.76018,0.0,84.8745,70.3243,0.0,13.9065,40.3647,39.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
63.0,39.0,39.0531,13.3812,2.02875,0.0,19.3766,51.0087,0.0,0.24171,30.64,39.0,0.0,6.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
64.0,39.0,47.4921,19.4343,2.0495,0.0,70.2084,9.38396,0.0,5.59657,45.3657,39.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
65.0,39.0,73.3586,14.2911,3.17948,0.0,80.3971,71.4074,0.0,16.5346,37.1788,39.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
